University,Advisor ID,Advisor Academic Rank,Advisor Gender,Advisor Home Country,Advisor Standard Field,Advisor Previous Universities,Advisor Citation Count,Advisor h-index,Advisor Publication Count,Advisor First Paper Year,Student ID,Student Degree,Student Start Year,Student Gender,Student Home Country,Student Previous Universities
McGill University,advisor226,Professor,Female,Serbia,Hardware/Applied computing,University of Colorado Boulder/Northwestern University/Northwestern University,1935,22,126,1998,student3927,MS,2011,Female,,
McGill University,advisor226,Professor,Female,Serbia,Hardware/Applied computing,University of Colorado Boulder/Northwestern University/Northwestern University,1935,22,126,1998,student3928,MS,2006,Male,Bangladesh,University of Dhaka
McGill University,advisor226,Professor,Female,Serbia,Hardware/Applied computing,University of Colorado Boulder/Northwestern University/Northwestern University,1935,22,126,1998,student3929,MS,,Male,,
McGill University,advisor226,Professor,Female,Serbia,Hardware/Applied computing,University of Colorado Boulder/Northwestern University/Northwestern University,1935,22,126,1998,student3930,MS,,Female,Iran,Sharif University of Technology
McGill University,advisor226,Professor,Female,Serbia,Hardware/Applied computing,University of Colorado Boulder/Northwestern University/Northwestern University,1935,22,126,1998,student3931,MS,,Male,,
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3932,MS,,Female,Iran,University of Tehran
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3933,MS,2015,Male,,
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3934,MS,,Male,Australia,University of New England
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3935,PHD,2009,Male,,
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3936,MS,2021,Male,United States,North Carolina State University
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3937,MS,2017,Female,,
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3938,MS,2014,Male,Canada,McGill University
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3939,MS,2020,Male,Canada,University of Toronto
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3940,MS,2014,Male,China,Shanghai Jiao Tong University
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3941,MS,2017,Male,Canada,McGill University
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3942,MS,2018,,United States,Arizona State University
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3943,MS,,Male,,
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3944,MS,,Male,Iran,Sharif University of Technology
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3945,MS,,Male,,
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3946,MS,2011,Male,Canada,McGill University
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3947,MS,2020,Female,Canada,McGill University
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3948,MS,,,United States,"University of California, Santa Barbara"
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3949,MS,,Male,Canada,Concordia University
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3950,MS,2019,Female,,
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3951,MS,,Male,,
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3952,PHD,2017,Male,,
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3953,MS,2019,Male,,
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3954,MS,2016,,China,Shandong University
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3955,MS,,Male,United States,University of Missouri-Kansas City
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3956,MS,,Male,,
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3957,MS,,Male,Canada,University of British Columbia
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3958,MS,2016,Female,Canada,McGill University
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3959,MS,2010,Male,Hungary,Budapest University of Technology and Economics
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3960,MS,,Male,India,National Institute of Technology Durgapur
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3961,MS,,Male,,
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3962,MS,2014,Female,Canada,McGill University
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3963,MS,,Male,,
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3964,MS,2015,Male,Canada,McGill University
McGill University,advisor227,Associate Professor,Male,Canada,Computing methodologies/Human-centered computing,University of Waterloo/University of British Columbia/University of British Columbia,2125,21,111,1995,student3965,MS,,Male,Canada,
